subject,trial,face,trial_type,rt,HandScored_SCR,raw_scr,scr,response,phase,status
11,29,0.11,CS,819,,0.558,0.746993976,1,3,
11,30,0.55,CSUS,585,,0.244,0.493963561,2,2,
11,31,0.11,CS1,725,,0.064,0.252982213,1,3,
11,32,0.33,CS1,1081,,0.111,0.333166625,1,3,
11,33,0.77,CS1,647,,1.576,1.255388386,2,3,
11,34,0.55,CS1,684,,1.782,1.334915728,2,2,
11,35,1,CS1,627,,1.388,1.178134118,2,3,
11,36,0.55,CS,994,,1.246,1.116243701,2,3,
11,37,0.33,CS,660,,0.169,0.411096096,1,3,
11,38,1,CS,709,,1.42,1.191637529,2,3,
11,39,0.77,CS,612,,1.31,1.144552314,2,3,
11,40,0.33,CS,977,,0.086,0.293257566,1,3,
11,41,0.11,CS,810,,0.019,0.137840488,1,3,
11,42,0.11,CS,653,,0.143,0.378153408,1,3,
11,43,1,CS,624,,0.816,0.903327183,2,3,
11,44,0.55,CS,1215,,0.097,0.31144823,2,3,
11,45,0.77,CS,692,,0.054,0.232379001,2,3,
12,1,1,CS,2441,,2.293,1.514265499,2,1,
12,2,0.33,CS,1742,,0.393,0.626897121,2,1,
12,3,0.55,CS,906,,0.584,0.764198927,2,1,
12,4,0.77,CS,727,,0.781,0.883742044,2,1,
12,5,0.11,CS,870,,2.595,1.610900369,1,1,
12,6,0.55,CSUS,614,,1.051,1.025182911,2,1,
12,7,0.77,CS,917,,0.453,0.673052747,2,1,
12,8,1,CS,835,,0.074,0.27202941,2,1,
12,9,0.55,CS,915,,0.057,0.238746728,2,1,
12,10,1,CS,971,,1.858,1.363084737,2,1,
12,11,0.77,CS,1340,,0.312,0.558569602,2,1,
12,12,0.33,CS,1173,,0.027,0.164316767,2,1,
12,13,0.11,CS,4310,,0.117,0.342052628,1,1,
12,14,0.11,CS,799,,0.091,0.301662063,1,1,
12,15,0.33,CS,715,,0.602,0.77588659,2,1,
12,16,0.11,CS,1335,,0.167,0.408656335,1,2,
12,17,0.33,CS,726,,0.735,0.85732141,2,2,
12,18,0.55,CSUS,768,,0.042,0.204939015,2,2,
12,19,0.77,CS,1309,,0.074,0.27202941,2,2,
12,20,1,CS,861,,0.331,0.575325995,2,2,
12,21,0.11,CS,1589,,0.093,0.304959014,1,2,
12,22,0.33,CS,901,,0.047,0.216794834,2,2,
12,23,0.55,CS,1286,,0.053,0.230217289,2,2,
12,24,0.77,CS,1260,,0.015,0.122474487,2,2,
12,25,1,CS,949,,0.529,0.727323862,2,2,
12,26,0.33,CS,1003,,0.035,0.187082869,1,2,
12,27,0.55,CSUS,1403,,0.016,0.126491106,2,2,
12,28,0.77,CS,974,,0.064,0.252982213,2,2,
12,29,0.11,CS,681,,0.099,0.314642654,1,2,
12,30,1,CS,773,,1.638,1.27984374,2,2,
12,31,0.55,CS1,680,,0.364,0.603324125,2,3,
12,32,0.33,CS1,1891,,0.041,0.202484567,1,3,
12,33,0.11,CS1,3655,,2.033,1.42583309,1,3,
12,34,1,CS1,658,,0.48,0.692820323,2,3,
12,35,0.77,CS1,902,,0.062,0.248997992,2,3,
12,36,0.77,CS,1701,,0.028,0.167332005,2,3,
12,37,0.77,CS,1503,,0.024,0.154919334,2,3,
12,38,0.11,CS,1119,,1.055,1.027131929,1,3,
12,39,0.55,CS,1565,,0.076,0.275680975,2,3,
12,40,0.11,CS,1795,,0.021,0.144913767,1,3,
12,41,1,CS,1400,,0.012,0.109544512,2,3,
12,42,0.33,CS,2068,,0.024,0.154919334,2,3,
12,43,1,CS,1226,,0.013,0.114017543,2,3,
12,44,0.33,CS,2865,,0.025,0.158113883,2,3,
12,45,0.55,CS,1147,,0.199,0.44609416,2,3,
13,1,0.55,CS,0,,3.201,1.789133869,,1,
13,2,1,CS,542,,4.608,2.146625258,2,1,
13,3,0.33,CS,714,,3.468,1.862256696,1,1,
13,4,0.77,CS,640,,3.247,1.801943395,2,1,
13,5,0.11,CS,1414,,3.034,1.74183811,1,1,
13,6,0.77,CS,798,,1.704,1.30537351,2,1,
13,7,0.33,CS,1266,,0.703,0.838450953,2,1,
13,8,0.11,CS,1040,,0.262,0.511859356,1,1,
13,9,0.11,CS,1921,,0.602,0.77588659,1,1,
13,10,1,CS,664,,0.765,0.874642784,2,1,
13,11,1,CS,622,,1.85,1.360147051,2,1,
13,12,0.33,CS,1585,,1.103,1.050238068,2,1,
13,13,0.77,CS,970,,1.086,1.042113238,2,1,
13,14,0.55,CSUS,724,,0.054,0.232379001,2,1,
13,15,0.55,CS,576,,3.385,1.839836949,2,1,
13,16,0.11,CS,1360,,3.625,1.903943276,1,2,
13,17,0.33,CS,749,,2.839,1.684933233,2,2,
13,18,0.55,CSUS,514,,3.311,1.819615344,2,2,
13,19,0.77,CS,785,,2.386,1.544668249,2,2,
13,20,1,CS,564,,2.868,1.69351705,2,2,
13,21,0.11,CS,651,,1.243,1.114899099,1,2,
13,22,0.33,CS,416,,2.427,1.557883179,2,2,
13,23,0.55,CS,476,,3.442,1.855262785,2,2,
13,24,0.77,CS,302,,3.115,1.764936259,2,2,
13,25,1,CS,584,,1.832,1.353513945,2,2,
13,26,0.11,CS,664,,0.582,0.762889245,1,2,
13,27,0.77,CS,520,,1.771,1.33078924,2,2,
13,28,0.55,CSUS,421,,1.347,1.160603291,2,2,
13,29,0.33,CS,992,,1.554,1.246595363,2,2,
13,30,1,CS,498,,2.894,1.701176064,2,3,
13,31,0.77,CS1,449,,2.131,1.459794506,2,3,
13,32,1,CS1,568,,2.282,1.510629008,2,2,
13,33,0.11,CS1,750,,0.444,0.66633325,1,3,
13,34,0.55,CS1,552,,2.868,1.69351705,2,3,
13,35,0.33,CS1,737,,1.759,1.326272973,2,3,
13,36,0.33,CS,662,,0.051,0.225831796,2,3,
13,37,1,CS,601,,2.468,1.570986951,2,3,
13,38,0.33,CS,764,,1.094,1.045944549,2,3,
13,39,0.77,CS,539,,1.251,1.118481113,2,3,
13,40,0.55,CS,532,,0.08,0.282842712,2,3,
13,41,0.77,CS,542,,1.739,1.318711492,2,3,
13,42,0.11,CS,1032,,0.096,0.309838668,1,3,
13,43,0.55,CS,748,,0.953,0.976217189,2,3,
13,44,1,CS,535,,1.733,1.316434579,2,3,
13,45,0.11,CS,875,,0.389,0.623698645,1,3,
14,1,1,CS,929,,3.164,1.778763616,2,1,
14,2,0.55,CS,1100,,0.378,0.614817046,2,1,
14,3,0.11,CS,637,,1.01,1.004987562,1,1,
14,4,0.33,CS,1264,,0.801,0.894986033,1,1,
14,5,0.77,CS,912,,0.311,0.55767374,2,1,
14,6,0.77,CS,1218,,0.198,0.444971909,2,1,
14,7,0.33,CS,1274,,0.028,0.167332005,1,1,
14,8,0.11,CS,1158,,0.015,0.122474487,1,1,
14,9,1,CS,1383,,0.857,0.925742945,2,1,
14,10,1,CS,1684,,1.036,1.017840852,2,1,
14,11,0.55,CS,2337,,0.296,0.54405882,2,1,
14,12,0.33,CS,1153,,0.044,0.20976177,1,1,
14,13,0.11,CS,1190,,0.01,0.1,1,1,
14,14,0.77,CS,1143,,0.03,0.173205081,2,1,
14,15,0.55,CSUS,1682,,0.013,0.114017543,2,1,
14,16,0.11,CS,1071,,0.102,0.319374388,1,2,
14,17,0.33,CS,2097,,0.053,0.230217289,1,2,
14,18,0.55,CSUS,1449,,0.015,0.122474487,2,2,
14,19,0.77,CS,1400,,0.834,0.913236005,2,2,
14,20,1,CS,1352,,1.896,1.376953158,2,2,
14,21,0.11,CS,1129,,0.453,0.673052747,1,2,
14,22,0.33,CS,1238,,1.141,1.068176015,1,2,
14,23,0.55,CS,1152,,0.518,0.719722169,2,2,
14,24,0.77,CS,1349,,1.254,1.119821414,2,2,
14,25,1,CS,1091,,1.161,1.0774971,2,2,
14,26,1,CS,1329,,0.26,0.509901951,2,2,
14,27,0.11,CS,1187,,0.927,0.962808392,1,2,
14,28,0.55,CSUS,1334,,0.37,0.608276253,2,2,
14,29,0.77,CS,1641,,0.474,0.688476579,2,3,
14,30,0.33,CS,1556,,0.071,0.266458252,1,3,
14,31,0.55,CS1,1647,,0.059,0.242899156,1,2,
14,32,1,CS1,1233,,0.279,0.528204506,2,3,
14,33,0.77,CS1,1921,,0.386,0.621288983,2,2,
14,34,0.11,CS1,1091,,0.146,0.382099463,1,3,
14,35,0.33,CS1,2062,,4.354,2.086624068,1,3,
14,36,0.55,CS,1541,,0.215,0.463680925,2,3,
14,37,0.55,CS,3187,,2.276,1.508641773,2,3,
14,38,0.33,CS,1185,,0.267,0.516720427,1,3,
14,39,0.77,CS,1377,,3.825,1.955760722,2,3,
14,40,0.33,CS,1082,,0.296,0.54405882,1,3,
14,41,1,CS,1195,,0.067,0.258843582,2,3,
14,42,1,CS,1606,,0.021,0.144913767,2,3,
14,43,0.11,CS,957,,0.129,0.3591657,1,3,
14,44,0.11,CS,1307,,0.013,0.114017543,1,3,
14,45,0.77,CS,2011,,0.013,0.114017543,2,3,
15,1,0.77,CS,2218,,1.472,1.213260071,2,1,
15,2,1,CS,989,,0.65,0.806225775,2,1,
15,3,0.55,CS,997,,0.311,0.55767374,2,1,
15,4,0.11,CS,579,,0.233,0.482700735,1,1,
15,5,0.33,CS,635,,0.55,0.741619849,1,1,
15,6,0.77,CS,643,,0.241,0.490917508,2,1,
15,7,1,CS,829,,0.303,0.550454358,2,1,
15,8,0.55,CSUS,1131,,0.54,0.734846923,2,1,
15,9,1,CS,805,,0.311,0.55767374,2,1,
15,10,0.11,CS,671,,0.424,0.651152824,1,1,
15,11,0.11,CS,571,,0.12,0.346410162,1,1,
15,12,0.77,CS,588,,0.212,0.460434577,2,1,
15,13,0.33,CS,572,,0.68,0.824621125,1,1,
15,14,0.33,CS,1468,,0.094,0.306594194,1,1,
15,15,0.55,CS,702,,0.59,0.768114575,2,1,
15,16,0.11,CS,572,,0.259,0.508920426,1,2,
15,17,0.33,CS,2123,,0.219,0.467974358,2,2,
15,18,0.55,CSUS,639,,0.18,0.424264069,2,2,
15,19,0.77,CS,622,,0.195,0.441588043,2,2,
15,20,1,CS,583,,0.323,0.56833089,2,2,
15,21,0.11,CS,624,,0.183,0.427784993,1,2,
15,22,0.33,CS,926,,0.12,0.346410162,1,2,
15,23,0.55,CS,670,,0.238,0.487852437,2,2,
15,24,0.77,CS,816,,0.334,0.577927331,2,2,
15,25,1,CS,634,,0.166,0.407430976,2,2,
15,26,0.33,CS,611,,0.228,0.477493455,1,2,
15,27,1,CS,546,,0.25,0.5,2,3,
15,28,0.55,CSUS,713,,0.308,0.554977477,2,2,
15,29,0.11,CS,805,,0.231,0.480624594,1,2,
15,30,0.77,CS,639,,0.198,0.444971909,2,2,
15,31,0.11,CS1,712,,0.585,0.764852927,1,3,
15,32,0.77,CS1,685,,0.444,0.66633325,2,3,
15,33,0.33,CS1,683,,0.267,0.516720427,1,2,
15,34,1,CS1,680,,0.079,0.281069386,2,3,
15,35,0.55,CS1,710,,0.086,0.293257566,2,3,
15,36,0.77,CS,470,,0.244,0.493963561,2,3,
15,37,0.55,CS,827,,0.233,0.482700735,2,3,
15,38,0.11,CS,699,,0.109,0.33015148,1,3,
15,39,1,CS,691,,0.207,0.454972527,2,3,
15,40,0.55,CS,647,,0.149,0.386005181,2,3,
15,41,0.33,CS,973,,0.18,0.424264069,1,3,
15,42,1,CS,756,,0.303,0.550454358,2,3,
15,43,0.33,CS,1100,,0.653,0.808084154,1,3,
15,44,0.11,CS,857,,0.1,0.316227766,1,3,
15,45,0.77,CS,609,,0.453,0.673052747,2,3,
16,1,0.11,CS,1382,,0.083,0.288097206,1,1,
16,2,0.77,CS,785,,0.234,0.483735465,2,1,
16,3,0.55,CS,837,,0.047,0.216794834,2,1,
16,4,1,CS,690,,0.01,0.1,2,1,
16,5,0.33,CS,829,,0.659,0.81178815,1,1,
16,6,0.33,CS,1244,,0.138,0.371483512,1,1,
16,7,1,CS,745,,0.115,0.339116499,2,1,
16,8,0.77,CS,838,,0.015,0.122474487,2,1,
16,9,0.55,CSUS,1454,,0.013,0.114017543,2,1,
16,10,0.11,CS,765,,0.135,0.367423461,1,1,
16,11,0.77,CS,574,,0.281,0.530094331,2,1,
16,12,0.11,CS,672,,0.054,0.232379001,1,1,
16,13,0.33,CS,670,,0.709,0.842021377,1,1,
16,14,0.55,CS,971,,0.868,0.931665176,2,1,
16,15,1,CS,796,,0.279,0.528204506,2,1,
16,16,0.11,CS,997,,0.05,0.223606798,1,2,
16,17,0.33,CS,2124,,0.022,0.14832397,1,2,
16,18,0.55,CSUS,1505,,0.012,0.109544512,2,2,
16,19,0.77,CS,803,,0.204,0.451663592,2,2,
16,20,1,CS,830,,0.55,0.741619849,2,2,
16,21,0.11,CS,946,,0.07,0.264575131,1,2,
16,22,0.33,CS,2214,,0.019,0.137840488,1,2,
16,23,0.55,CS,1183,,0.016,0.126491106,2,2,
16,24,0.77,CS,924,,0.44,0.663324958,2,2,
16,25,1,CS,769,,0.051,0.225831796,2,2,
16,26,0.33,CS,1510,,0.018,0.134164079,1,2,
16,27,0.55,CSUS,889,,0.012,0.109544512,2,2,
16,28,0.11,CS,2975,,0.054,0.232379001,1,2,
16,29,0.77,CS,944,,0.051,0.225831796,2,2,
16,30,1,CS,1379,,0.035,0.187082869,2,2,
16,31,1,CS1,937,,0.015,0.122474487,2,3,
16,32,0.11,CS1,1033,,0.015,0.122474487,1,3,
16,33,0.77,CS1,1621,,0.012,0.109544512,2,3,
16,34,0.33,CS1,1007,,0.042,0.204939015,1,3,
16,35,0.55,CS1,1696,,0.035,0.187082869,2,3,
16,36,0.77,CS,899,,0.012,0.109544512,2,3,
16,37,0.33,CS,1993,,0.047,0.216794834,1,3,
16,38,0.55,CS,886,,0.01,0.1,2,3,
16,39,0.11,CS,915,,0.015,0.122474487,1,3,
16,40,0.11,CS,855,,0.015,0.122474487,1,3,
16,41,0.33,CS,1177,,0.012,0.109544512,2,3,
16,42,1,CS,846,,0.015,0.122474487,2,3,
16,43,1,CS,743,,0.021,0.144913767,2,3,
16,44,0.77,CS,946,,0.009,0.09486833,2,3,
16,45,0.55,CS,1191,,0.109,0.33015148,2,3,
17,1,1,CS,621,,0.608,0.779743548,2,1,
17,2,0.55,CS,3393,,0.233,0.482700735,2,1,
17,3,0.33,CS,1455,,0.181,0.425440948,1,1,
17,4,0.11,CS,1286,,0.19,0.435889894,1,1,
17,5,0.77,CS,725,,0.405,0.636396103,2,1,
17,6,0.55,CS,1889,,0.422,0.649615271,2,1,
17,7,0.33,CS,1944,,0.352,0.593295879,2,1,
17,8,0.11,CS,1058,,0.219,0.467974358,1,1,
17,9,0.77,CS,732,,0.656,0.809938269,2,1,
17,10,0.11,CS,963,,0.045,0.212132034,1,1,
17,11,0.55,CSUS,757,,0.526,0.725258575,2,1,
17,12,1,CS,762,,0.433,0.658027355,2,1,
17,13,1,CS,732,,0.45,0.670820393,2,1,
17,14,0.33,CS,1699,,0.184,0.428952212,2,1,
17,15,0.77,CS,768,,0.245,0.494974747,2,1,
17,16,0.11,CS,794,,0.181,0.425440948,1,2,
17,17,0.33,CS,1175,,0.183,0.427784993,1,2,
17,18,0.55,CSUS,698,,0.358,0.598331012,2,2,
17,19,0.77,CS,953,,0.292,0.540370243,2,2,
17,20,1,CS,848,,0.538,0.733484833,2,2,
17,21,0.11,CS,664,,0.137,0.37013511,1,2,
17,22,0.33,CS,1154,,0.3,0.547722558,2,2,
17,23,0.55,CS,817,,0.323,0.56833089,2,2,
17,24,0.77,CS,851,,0.578,0.760263112,2,2,
17,25,1,CS,820,,0.871,0.933273808,2,2,
17,26,0.33,CS,1894,,0.038,0.194935887,1,2,
17,27,0.55,CSUS,768,,0.207,0.454972527,2,2,
17,28,0.11,CS,782,,0.231,0.480624594,1,3,
17,29,0.77,CS,829,,0.25,0.5,2,2,
17,30,1,CS,757,,0.285,0.533853913,2,2,
17,31,0.11,CS1,845,,0.073,0.270185122,1,2,
17,32,0.33,CS1,1115,,0.216,0.464758002,1,3,
17,33,0.77,CS1,740,,0.309,0.555877684,2,3,
17,34,1,CS1,895,,0.39,0.6244998,2,3,
17,35,0.55,CS1,816,,0.247,0.496990946,2,3,
17,36,1,CS,801,,0.231,0.480624594,2,3,
17,37,0.77,CS,892,,0.25,0.5,2,3,
17,38,1,CS,790,,0.395,0.628490254,2,3,
17,39,0.11,CS,809,,0.039,0.197484177,1,3,
17,40,0.55,CS,973,,0.294,0.542217668,2,3,
17,41,0.77,CS,786,,0.567,0.752994024,2,3,
17,42,0.33,CS,855,,0.093,0.304959014,1,3,
17,43,0.11,CS,903,,0.1,0.316227766,1,3,
17,44,0.33,CS,2811,,0.19,0.435889894,1,3,
17,45,0.55,CS,771,,0.291,0.539444158,2,3,
18,1,0.55,CS,838,,1.733,1.316434579,2,1,
18,2,0.77,CS,985,,0.511,0.71484264,2,1,
18,3,1,CS,862,,0.659,0.81178815,2,1,
18,4,0.11,CS,912,,0.3,0.547722558,1,1,
18,5,0.33,CS,2184,,1.046,1.022741414,2,1,
18,6,0.11,CS,952,,1.164,1.078888317,1,1,
18,7,0.55,CSUS,802,,0.093,0.304959014,2,1,
18,8,0.33,CS,1789,,0.559,0.747663026,2,1,
18,9,1,CS,1034,,0.018,0.134164079,2,1,
18,10,0.77,CS,1066,,0.047,0.216794834,2,1,
18,11,1,CS,884,,1.76,1.326649916,2,1,
18,12,0.55,CS,1388,,0.724,0.850881895,2,1,
18,13,0.11,CS,1018,,0.836,0.914330356,1,1,
18,14,0.77,CS,624,,0.816,0.903327183,2,1,
18,15,0.33,CS,1404,,1.844,1.357939616,2,1,
18,16,0.11,CS,841,,0.299,0.546808925,1,2,
18,17,0.33,CS,1803,,0.273,0.522494019,2,2,
18,18,0.55,CSUS,978,,0.015,0.122474487,2,2,
18,19,0.77,CS,972,,73,8.544003745,2,2,
18,20,1,CS,967,,0.317,0.56302753,2,2,
18,21,0.11,CS,969,,1.165,1.079351657,1,2,
18,22,0.33,CS,1305,,0.047,0.216794834,1,2,
18,23,0.55,CS,834,,0.578,0.760263112,2,2,
18,24,0.77,CS,829,,0.038,0.194935887,2,2,
18,25,1,CS,760,,1.843,1.357571361,2,2,
18,26,0.77,CS,1389,,0.064,0.252982213,2,2,
18,27,1,CS,931,,0.634,0.796241169,2,2,
18,28,0.11,CS,1009,,0.512,0.715541753,1,3,
18,29,0.33,CS,1526,,0.077,0.277488739,1,3,
18,30,0.55,CSUS,714,,1.051,1.025182911,2,2,
18,31,0.77,CS1,767,,0.538,0.733484833,2,2,
18,32,1,CS1,746,,0.817,0.903880523,2,2,
18,33,0.55,CS1,1416,,0.895,0.946044396,2,3,
18,34,0.33,CS1,1659,,0.227,0.47644517,1,3,
18,35,0.11,CS1,1154,,0.083,0.288097206,1,3,
18,36,0.77,CS,778,,0.776,0.880908622,2,3,
18,37,0.33,CS,1458,,0.016,0.126491106,1,3,
18,38,0.33,CS,2348,,0.169,0.411096096,1,3,
18,39,0.11,CS,1266,,0.033,0.181659021,1,3,
18,40,0.11,CS,996,,0.646,0.803741252,1,3,
18,41,0.55,CS,881,,0.457,0.676017751,2,3,
18,42,0.55,CS,1192,,0.32,0.565685425,2,3,
18,43,1,CS,1055,,0.637,0.798122798,2,3,
18,44,0.77,CS,883,,0.042,0.204939015,2,3,
18,45,1,CS,787,,0.584,0.764198927,2,3,
19,1,0.55,CS,778,,0.155,0.393700394,2,1,
19,2,0.77,CS,863,,0.038,0.194935887,2,1,
19,3,0.33,CS,1271,,0.064,0.252982213,1,1,
19,4,0.11,CS,839,,0.086,0.293257566,1,1,
19,5,1,CS,732,,0.039,0.197484177,2,1,
19,6,0.33,CS,1123,,0.01,0.1,1,1,
19,7,0.11,CS,706,,2.656,1.629723903,1,1,
19,8,1,CS,595,,1.425,1.193733639,2,1,
19,9,1,CS,635,,0.076,0.275680975,2,1,
19,10,0.11,CS,844,,0.019,0.137840488,1,1,
19,11,0.55,CSUS,987,,0.21,0.458257569,2,1,
19,12,0.33,CS,865,,0.109,0.33015148,1,1,
19,13,0.77,CS,531,,0.624,0.789936706,2,1,
19,14,0.77,CS,620,,4.045,2.011218536,2,1,
19,15,0.55,CS,607,,0.164,0.404969135,2,1,
19,16,0.11,CS,732,,0.041,0.202484567,1,2,
19,17,0.33,CS,1082,,0.053,0.230217289,2,2,
19,18,0.55,CSUS,745,,0.099,0.314642654,2,2,
19,19,0.77,CS,1003,,0.218,0.466904701,2,2,
19,20,1,CS,1107,,0.692,0.831865374,2,2,
19,21,0.11,CS,894,,0.088,0.296647939,1,2,
19,22,0.33,CS,849,,0.231,0.480624594,2,2,
19,23,0.55,CS,908,,0.04,0.2,2,2,
19,24,0.77,CS,748,,0.05,0.223606798,2,2,
19,25,1,CS,936,,0.027,0.164316767,2,2,
19,26,1,CS,888,,0.015,0.122474487,2,2,
19,27,0.11,CS,1072,,0.042,0.204939015,1,2,
19,28,0.55,CSUS,1373,,0.946,0.972625313,2,2,
19,29,0.33,CS,1390,,0.109,0.33015148,2,3,
19,30,0.77,CS,747,,0.048,0.219089023,2,3,
19,31,0.55,CS1,1136,,0.021,0.144913767,2,2,
19,32,0.11,CS1,947,,0.019,0.137840488,1,3,
19,33,0.77,CS1,661,,0.12,0.346410162,2,3,
19,34,0.33,CS1,1465,,0.018,0.134164079,2,2,
19,35,1,CS1,726,,0.067,0.258843582,2,3,
19,36,0.55,CS,1017,,0.093,0.304959014,2,3,
19,37,0.55,CS,1322,,0.032,0.178885438,2,3,
19,38,0.33,CS,1370,,0.035,0.187082869,2,3,
19,39,0.77,CS,752,,0.961,0.980306075,2,3,
19,40,0.77,CS,974,,1.725,1.313392554,2,3,
19,41,0.11,CS,671,,0.079,0.281069386,1,3,
19,42,1,CS,715,,0.994,0.996995486,2,3,
19,43,0.33,CS,1325,,1.599,1.264515718,1,3,
19,44,1,CS,667,,0.12,0.346410162,2,3,
19,45,0.11,CS,1035,,0.221,0.470106371,1,3,
20,1,0.33,CS,748,,2.09,1.445683229,2,1,
20,2,0.55,CS,777,,1.197,1.094074952,2,1,
20,3,1,CS,947,,0.878,0.937016542,2,1,
20,4,0.77,CS,670,,2.445,1.563649577,2,2,
20,5,0.11,CS,934,,1.658,1.287633488,1,2,
20,6,1,CS,704,,0.36,0.6,2,2,
20,7,0.77,CS,974,,1.829,1.352405265,2,3,
20,8,0.11,CS,1169,,0.709,0.842021377,1,3,
20,9,0.33,CS,944,,1.374,1.172177461,1,3,
20,10,0.33,CS,1613,,1.04,1.019803903,1,1,
20,11,0.55,CSUS,1527,,0.068,0.260768096,2,1,
20,12,0.77,CS,698,,2,1.414213562,2,1,
20,13,0.55,CS,614,,2,1.414213562,2,2,
20,14,0.11,CS,721,,0.189,0.434741302,1,2,
20,15,1,CS,791,,3.7,1.923538406,2,3,
20,16,0.11,CS,587,,0.22,0.469041576,1,3,
20,17,0.33,CS,873,,1.2,1.095445115,1,3,
20,18,0.55,CSUS,1389,,0.595,0.771362431,2,3,
20,19,0.77,CS,553,,0.497,0.704982269,2,1,
20,20,1,CS,649,,3.746,1.935458602,2,1,
20,21,0.11,CS,823,,1.716,1.309961832,1,1,
20,22,0.33,CS,1413,,0.547,0.739594483,1,2,
20,23,0.55,CS,542,,2.473,1.572577502,2,2,
20,24,0.77,CS,886,,2.32,1.523154621,2,2,
20,25,1,CS,632,,2.357,1.535252422,2,2,
20,26,0.33,CS,896,,1.445,1.202081528,1,3,
20,27,0.11,CS,1035,,0.154,0.392428337,1,3,
20,28,0.77,CS,598,,1.892,1.375499909,2,1,
20,29,0.55,CSUS,598,,1.022,1.010940156,2,1,
20,30,1,CS,538,,1.718,1.31072499,2,1,
20,31,0.55,CS1,1203,,2.473,1.572577502,2,2,
20,32,0.11,CS1,641,,0.044,0.20976177,1,2,
20,33,0.33,CS1,804,,0.077,0.277488739,1,2,
20,34,0.77,CS1,662,,1.062,1.030533842,2,3,
20,35,1,CS1,749,,1.055,1.027131929,2,3,
20,36,0.55,CS,696,,1.411,1.18785521,2,3,
20,37,1,CS,606,,1.896,1.376953158,2,1,
20,38,0.11,CS,800,,0.172,0.414728827,1,1,
20,39,0.33,CS,1282,,0.033,0.181659021,1,1,
20,40,0.55,CS,723,,0.083,0.288097206,2,2,
20,41,1,CS,725,,0.677,0.822800097,2,2,
20,42,0.33,CS,1069,,0.016,0.126491106,1,2,
20,43,0.77,CS,656,,0.526,0.725258575,2,3,
20,44,0.77,CS,637,,0.465,0.681909085,2,3,
20,45,0.11,CS,580,,0.015,0.122474487,1,3,